 +8.95000000e-01 +7.94607210e-01 6.4178e-03 
 +9.00000000e-01 +8.03506008e-01 6.4940e-03 
 +9.05000000e-01 +8.12453618e-01 6.5714e-03 
 +9.10000000e-01 +8.21450012e-01 6.6500e-03 
 +9.15000000e-01 +8.30495165e-01 6.7298e-03 
 +9.20000000e-01 +8.39589048e-01 6.8110e-03 
 +9.25000000e-01 +8.48731632e-01 6.8934e-03 
 +9.30000000e-01 +8.57922888e-01 6.9771e-03 
 +9.35000000e-01 +8.67162786e-01 7.0622e-03 
 +9.40000000e-01 +8.76451296e-01 7.1487e-03 
 +9.45000000e-01 +8.85788386e-01 7.2366e-03 
 +9.50000000e-01 +8.95174023e-01 7.3260e-03 
 +9.55000000e-01 +9.04608174e-01 7.4168e-03 
 +9.60000000e-01 +9.14090806e-01 7.5092e-03 
 +9.65000000e-01 +9.23621883e-01 7.6031e-03 
 +9.70000000e-01 +9.33201370e-01 7.6986e-03 
 +9.75000000e-01 +9.42829230e-01 7.7958e-03 
 +9.80000000e-01 +9.52505425e-01 7.8946e-03 
 +9.85000000e-01 +9.62229917e-01 7.9951e-03 
 +9.90000000e-01 +9.72002667e-01 8.0973e-03 
 +9.95000000e-01 +9.81823632e-01 8.2014e-03 
 +1.00000000e+00 +9.91692773e-01 8.3072e-03 
